source,design_id,family,lambda980_nm,q980,lambda451_nm,q451,min_feature_nm,min_gap_nm,dual_score
coarse_scan_2d.csv,primitive_P840_f0p42,primitive_1d_grating,980.8576010680896,16.576191860116523,452.59283690284116,103.13967292712819,352.8,487.2,62.717942685942226
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw180_gd100,wide_shallow_groove_1d,979.8377780795576,27.30329805876106,453.17509370696143,27.03109000311972,100.0,139.0,62.71857754270586
coarse_scan_2d.csv,dimer_P420_dW40,dimerized_same_pitch_grating,982.4472562178217,62.26732262209989,449.4212778097456,62.47071101596177,159.60000000000002,159.60000000000002,62.73070748422407
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw160_gd180,wide_shallow_groove_1d,979.8377780795269,27.303298058840845,453.1395455659436,25.01316015714774,120.0,139.0,62.81780938053922
coarse_scan_2d.csv,dimer_P420_dP40,dimerized_pitch_grating,982.6103810995908,63.063779258109165,449.5937599393272,61.61250876749061,159.6,159.6,62.869866734214014
wide_shallow_groove_scan_2d.csv,groove_P550_f0p78_gw120_gd150,wide_shallow_groove_1d,975.2760028970537,248.0435175593817,449.7439452763304,58.34480483656609,120.0,121.0,62.878344992895975
fine_scan_2d.csv,fine_primitive_P560_f0p76,primitive_1d_grating_fine,980.8727420188139,16.57428588973057,456.56720685210314,934.6933906183841,134.39999999999998,134.39999999999998,62.89397042281844
fine_scan_2d.csv,fine_primitive_P550_f0p72,primitive_1d_grating_fine,975.2760028970451,248.04351755893055,444.6412595598956,1085.4514125381959,154.0,154.0,62.9025979226478
coarse_scan_2d.csv,primitive_P700_f0p75,primitive_1d_grating,983.5985823984847,40.749924523172965,451.2890738764432,186.63915389104488,175.0,175.0,63.131339984816066
coarse_scan_2d.csv,primitive_P320_f0p42,primitive_1d_grating,978.912823427972,5.7076358338785464,449.5097330975156,635.5267509444044,134.4,185.6,63.15689091191072
coarse_scan_2d.csv,primitive_P560_f0p42,primitive_1d_grating,980.8727484583977,16.574232905455368,450.8949038743561,30.372293417739375,235.2,324.8,63.38464863358146
fine_scan_2d.csv,fine_primitive_P564_f0p76,primitive_1d_grating_fine,980.7182478316121,9.80389977578743,450.9358289114303,54.68478686975832,135.36,135.36,63.60940861651261
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw140_gd180,wide_shallow_groove_1d,979.8377780795245,27.30329805883081,454.0613494885704,25.210352130749225,120.0,139.0,63.72597191137299
coarse_scan_2d.csv,trimer_visible_pump_s1p00,trimer_visible_pump_supercell,974.5677938730939,248.39063305047176,450.9617955537087,38.87824618901146,132.5,132.5,63.77784353772898
coarse_scan_2d.csv,primitive_P840_f0p55,primitive_1d_grating,980.8576165197909,16.576155605525692,452.9964585493106,63.24043977468793,377.99999999999994,377.99999999999994,63.9713253588649
coarse_scan_2d.csv,primitive_P980_f0p75,primitive_1d_grating,977.8973581894552,24.64301505526821,450.8383861815006,44.9638576739942,245.0,245.0,64.01358628524028
wide_shallow_groove_scan_2d.csv,groove_P550_f0p78_gw180_gd180,wide_shallow_groove_1d,975.2760028970523,248.04351755969358,452.0140561600399,26.082650116698844,120.0,121.0,64.03494833268607
