x_nm,y_nm,abs_ez_squared,in_rare_earth_mask
228.12127659574475,39.999999999999986,3.195507081386265e-15,False
102.05425531914885,719.9999999999998,6.8667938007202984e-15,False
108.05744680851056,719.9999999999999,9.967561562670814e-15,False
102.05425531914885,759.9999999999999,2.663689173210383e-14,False
108.05744680851056,759.9999999999999,2.2068675508142167e-14,False
102.05425531914885,800.0,1.4447398413949403e-12,False
108.05744680851056,800.0,1.2627216298800142e-12,False
114.06063829787229,639.9999999999999,2.8532697469125214e-15,False
120.063829787234,639.9999999999999,9.86613776580756e-16,False
114.06063829787229,680.0,4.625561243439778e-16,False
120.06382978723401,680.0,7.465217802248535e-17,False
126.06702127659582,559.9999999999999,2.1243551149998684e-15,False
132.0702127659575,559.9999999999999,1.4981970426479965e-15,False
126.06702127659577,599.9999999999999,2.54366416649584e-15,False
132.07021276595748,599.9999999999999,1.6341418796907238e-15,False
138.0734042553192,480.0,4.944865031344944e-16,False
144.0765957446809,480.0,9.225187225890199e-16,False
138.0734042553192,519.9999999999999,5.088992276032748e-16,False
144.0765957446809,520.0,5.514086252745007e-16,False
150.07978723404264,400.0,2.9666138501860785e-15,False
156.08297872340435,399.99999999999994,1.106576164358418e-13,False
150.07978723404264,439.99999999999994,3.418306071831321e-16,False
156.08297872340432,439.99999999999994,5.101813251611698e-14,False
162.08617021276598,319.99999999999994,7.180841426148019e-13,False
168.0893617021277,319.99999999999994,1.227444035504992e-12,False
162.086170212766,359.9999999999999,5.559831097567313e-13,False
168.08936170212772,360.0,8.503707020195728e-13,False
174.0925531914895,240.00000000000006,1.4829649019222367e-12,False
180.09574468085117,240.0,1.255364506888579e-12,False
174.09255319148946,280.00000000000006,1.8428399605130074e-12,False
180.09574468085114,280.00000000000006,1.5061937216352447e-12,False
186.09893617021285,159.99999999999997,3.125789056798065e-13,False
192.1021276595746,159.99999999999997,1.0328260563143974e-13,False
186.09893617021285,199.99999999999997,5.1470286394125e-13,False
192.10212765957462,200.0,1.4882496253439267e-13,False
198.10531914893636,79.99999999999999,4.720861761459579e-16,False
204.108510638298,79.99999999999997,8.400695202712716e-16,False
198.10531914893636,120.0,7.558882465672977e-16,False
204.10851063829804,120.0,7.271990857548347e-16,False
210.11170212765973,0.0,0.0,False
216.1148936170214,0.0,0.0,False
210.11170212765967,39.999999999999986,1.104505725524667e-15,False
216.11489361702138,39.999999999999986,2.1412963556194003e-15,False
90.0478723404255,720.0,1.2562522969607956e-14,False
96.05106382978717,719.9999999999999,8.369792781487696e-15,False
90.0478723404255,760.0,5.048022695778156e-14,False
96.05106382978717,759.9999999999999,3.9246693709046993e-14,False
90.0478723404255,800.0,1.6576866876726145e-12,False
96.05106382978717,800.0,1.5998883244921392e-12,False
102.05425531914891,640.0,1.304097006167778e-15,False
108.05744680851059,639.9999999999999,1.4569356714945212e-15,False
102.05425531914888,680.0,3.8546876156915065e-16,False
108.05744680851058,680.0,1.1567984630066897e-16,False
114.06063829787227,560.0000000000001,1.7288276556891017e-15,False
120.06382978723404,560.0,1.5261246292534538e-15,False
114.06063829787229,600.0,2.9992548233294643e-15,False
120.06382978723401,600.0,3.1538612476322234e-15,False
126.06702127659577,480.0,1.0047905882641423e-15,False
132.0702127659575,480.0,2.8967961846260074e-17,False
126.0670212765958,519.9999999999999,1.236889128768175e-16,False
132.0702127659575,519.9999999999999,1.961600103834427e-16,False
138.07340425531928,400.0,1.170472268669302e-15,False
144.07659574468096,400.0,3.3680605780150367e-15,False
138.07340425531925,439.99999999999994,6.35705140018328e-16,False
144.07659574468093,439.99999999999994,6.20099856610288e-16,False
150.07978723404258,320.00000000000006,4.152713551220112e-16,False
156.0829787234043,319.99999999999994,1.9760288187358738e-13,False
150.0797872340426,360.0,6.370120853009124e-15,False
156.08297872340432,359.99999999999994,1.9316209045260772e-13,False
162.08617021276598,240.0,6.749540550525001e-13,False
168.08936170212772,240.0,1.2116456896903372e-12,False
162.08617021276598,279.99999999999994,1.012090813390553e-12,False
